"SalesOrderID","SalesOrderDetailID","OrderQty","ProductID","UnitPrice","LineTotal"
43681,210,3,770,419.4589,1258.3767
43681,211,2,730,183.9382,367.8764
43681,212,3,758,874.794,2624.382
43681,213,1,768,419.4589,419.4589
43681,214,2,761,419.4589,838.9178
43681,215,2,738,178.5808,357.1616
43681,216,1,753,2146.962,2146.962
43681,217,2,714,28.8404,57.6808
43681,218,2,764,419.4589,838.9178
43681,219,2,760,419.4589,838.9178
43681,220,1,756,874.794,874.794
43681,221,2,716,28.8404,57.6808
43681,222,2,711,20.1865,40.373
43681,223,1,725,183.9382,183.9382
43681,224,2,712,5.1865,10.373
43689,269,3,764,419.4589,1258.3767
43689,270,2,738,178.5808,357.1616
43689,271,2,725,183.9382,367.8764
43689,272,1,753,2146.962,2146.962
43689,273,2,755,874.794,1749.588
43689,274,4,766,419.4589,1677.8356
43689,275,2,770,419.4589,838.9178
43689,276,7,760,419.4589,2936.2123
43689,277,3,726,183.9382,551.8146
43689,278,1,722,178.5808,178.5808
43689,279,6,763,419.4589,2516.7534
43689,280,2,729,183.9382,367.8764
43689,281,2,730,183.9382,367.8764
43689,282,2,732,356.898,713.796
43689,283,5,765,419.4589,2097.2945
43689,284,2,768,419.4589,838.9178
43689,285,2,761,419.4589,838.9178
43689,286,3,758,874.794,2624.382
43689,287,2,749,2146.962,4293.924
43689,288,9,762,419.4589,3775.1301
43689,289,4,754,874.794,3499.176
43692,295,5,770,419.4589,2097.2945
43692,296,1,725,183.9382,183.9382
43692,297,8,754,874.794,6998.352
43692,298,2,730,183.9382,367.8764
43692,299,10,715,28.8404,288.404
43692,300,1,768,419.4589,419.4589
43692,301,4,756,874.794,3499.176
43692,302,2,738,178.5808,357.1616
43692,303,8,758,874.794,6998.352
43692,304,3,708,20.1865,60.5595
43692,305,6,762,419.4589,2516.7534
43692,306,3,732,356.898,1070.694
43692,307,6,712,5.1865,31.119
43692,308,4,714,28.8404,115.3616
43692,309,7,760,419.4589,2936.2123
43692,310,2,755,874.794,1749.588
43692,311,4,716,28.8404,115.3616
43692,312,2,765,419.4589,838.9178
43692,313,1,764,419.4589,419.4589
43692,314,2,753,2146.962,4293.924
43692,315,1,766,419.4589,419.4589
43692,316,1,722,178.5808,178.5808
43692,317,3,761,419.4589,1258.3767
43692,318,3,711,20.1865,60.5595
43692,319,1,763,419.4589,419.4589
43692,320,2,729,183.9382,367.8764
43692,321,4,707,20.1865,80.746
43692,322,2,726,183.9382,367.8764
43701,357,1,773,3399.99,3399.99
43722,378,1,751,3578.27,3578.27
43743,399,1,774,3399.99,3399.99
43764,420,1,749,3578.27,3578.27
43785,441,1,750,3578.27,3578.27
43806,462,1,751,3578.27,3578.27
43827,483,1,768,699.0982,699.0982
43848,530,1,773,2039.994,2039.994
43848,531,1,778,2024.994,2024.994
43848,532,1,775,2024.994,2024.994
43848,533,4,776,2024.994,8099.976
43848,534,2,771,2039.994,4079.988
43869,720,1,747,714.7043,714.7043
43869,721,5,775,2024.994,10124.97
43869,722,2,777,2024.994,4049.988
43869,723,2,745,809.76,1619.52
43869,724,5,771,2039.994,10199.97
43869,725,4,772,2039.994,8159.976
43869,726,1,743,714.7043,714.7043
43869,727,1,774,2039.994,2039.994
43869,728,5,778,2024.994,10124.97
43869,729,2,742,722.5949,1445.1898
43890,962,5,771,2039.994,10199.97
43890,963,2,777,2024.994,4049.988
43890,964,7,773,2039.994,14279.958
43890,965,2,774,2039.994,4079.988
43890,966,3,742,722.5949,2167.7847
43890,967,5,772,2039.994,10199.97
43890,968,2,776,2024.994,4049.988
43890,969,1,748,722.5949,722.5949
43890,970,1,747,714.7043,714.7043
43890,971,8,775,2024.994,16199.952
43890,972,4,709,5.7,22.8
43890,973,3,778,2024.994,6074.982
43890,974,3,745,809.76,2429.28
43911,1207,7,760,419.4589,2936.2123
43911,1208,3,758,874.794,2624.382
43911,1209,4,738,178.5808,714.3232
43911,1210,3,754,874.794,2624.382
43911,1211,2,725,183.9382,367.8764
43911,1212,2,715,28.8404,57.6808
43911,1213,4,762,419.4589,1677.8356
43911,1214,2,712,5.1865,10.373
43911,1215,3,763,419.4589,1258.3767
43911,1216,3,761,419.4589,1258.3767
43911,1217,5,711,20.1865,100.9325
43911,1218,2,753,2146.962,4293.924
43911,1219,1,765,419.4589,419.4589
43911,1220,2,770,419.4589,838.9178
43911,1221,3,729,183.9382,551.8146
43932,1298,1,753,3578.27,3578.27
43953,1319,1,770,699.0982,699.0982
43974,1340,1,751,3578.27,3578.27
43995,1361,1,751,3578.27,3578.27
44016,1382,1,777,3374.99,3374.99
44037,1403,1,763,699.0982,699.0982
44058,1424,1,777,3374.99,3374.99
44079,1470,2,754,874.794,1749.588
44079,1471,2,756,874.794,1749.588
44079,1472,2,770,419.4589,838.9178
44079,1473,2,768,419.4589,838.9178
44079,1474,4,707,20.1865,80.746
44079,1475,3,729,183.9382,551.8146
44079,1476,3,755,874.794,2624.382
44079,1477,4,763,419.4589,1677.8356
44079,1478,2,708,20.1865,40.373
44079,1479,4,761,419.4589,1677.8356
44079,1480,2,753,2146.962,4293.924
44079,1481,1,732,356.898,356.898
44079,1482,5,714,28.8404,144.202
44079,1483,4,712,5.1865,20.746
44079,1484,1,725,183.9382,183.9382
44079,1485,4,765,419.4589,1677.8356
44079,1486,1,722,178.5808,178.5808
44079,1487,2,716,28.8404,57.6808
44079,1488,1,738,178.5808,178.5808
44079,1489,5,762,419.4589,2097.2945
44079,1490,1,730,183.9382,183.9382
44079,1491,3,726,183.9382,551.8146
44079,1492,3,711,20.1865,60.5595
44079,1493,5,760,419.4589,2097.2945
44079,1494,4,715,28.8404,115.3616
44079,1495,2,766,419.4589,838.9178
44079,1496,2,764,419.4589,838.9178
44100,1652,6,709,5.7,34.2
44100,1653,4,778,2024.994,8099.976
44100,1654,2,748,722.5949,1445.1898
44100,1655,2,747,714.7043,1429.4086
44100,1656,7,776,2024.994,14174.958
44100,1657,3,774,2039.994,6119.982
44100,1658,2,743,714.7043,1429.4086
44100,1659,5,745,809.76,4048.8
44100,1660,11,777,1957.4942,21101.787476
44100,1661,3,716,28.8404,86.5212
44100,1662,1,773,2039.994,2039.994
44100,1663,2,708,20.1865,40.373
44100,1664,6,715,28.8404,173.0424
44100,1665,2,714,28.8404,57.6808
44100,1666,2,771,2039.994,4079.988
44100,1667,3,741,818.7,2456.1
44100,1668,5,712,5.1865,25.9325
44100,1669,4,775,2024.994,8099.976
44100,1670,4,711,20.1865,80.746
44100,1671,3,772,2039.994,6119.982
44100,1672,1,707,20.1865,20.1865
44121,1885,1,742,722.5949,722.5949
44121,1886,1,748,722.5949,722.5949
44121,1887,9,771,2039.994,18359.946
44121,1888,3,741,818.7,2456.1
44121,1889,2,778,2024.994,4049.988
44121,1890,2,774,2039.994,4079.988
44121,1891,2,745,809.76,1619.52
44121,1892,2,743,714.7043,1429.4086
44121,1893,2,772,2039.994,4079.988
44121,1894,6,709,5.7,34.2
44121,1895,2,776,2024.994,4049.988
44121,1896,8,773,2039.994,16319.952
44121,1897,1,747,714.7043,714.7043
44121,1898,3,777,2024.994,6074.982
44142,2041,1,752,3578.27,3578.27
44163,2062,1,753,3578.27,3578.27
44184,2083,1,753,3578.27,3578.27
44205,2104,1,751,3578.27,3578.27
44226,2125,1,752,3578.27,3578.27
44247,2146,1,749,3578.27,3578.27
44268,2167,1,751,3578.27,3578.27
44289,2297,1,775,2024.994,2024.994
44289,2298,1,771,2039.994,2039.994
44289,2299,3,709,5.7,17.1
44310,2562,1,730,183.9382,183.9382
44331,2689,1,750,3578.27,3578.27
44352,2710,1,750,3578.27,3578.27
44373,2731,1,749,3578.27,3578.27
44394,2752,1,752,3578.27,3578.27
44415,2773,1,751,3578.27,3578.27
44436,2794,1,760,699.0982,699.0982
44457,2815,1,750,3578.27,3578.27
44478,2836,1,753,3578.27,3578.27
44499,3003,3,778,2024.994,6074.982
44499,3004,1,772,2039.994,2039.994
44499,3005,2,776,2024.994,4049.988
44499,3006,1,710,5.7,5.7
44520,3256,4,711,20.1865,80.746
44520,3257,9,770,419.4589,3775.1301
44520,3258,2,755,874.794,1749.588
44520,3259,3,749,2146.962,6440.886
44520,3260,1,729,183.9382,183.9382
44520,3261,4,754,874.794,3499.176
44520,3262,7,712,5.1865,36.3055
44520,3263,2,717,758.0759,1516.1518
44520,3264,8,765,419.4589,3355.6712
44520,3265,2,767,419.4589,838.9178
44520,3266,6,763,419.4589,2516.7534
44520,3267,2,732,356.898,713.796
44520,3268,1,756,874.794,874.794
44520,3269,3,726,183.9382,551.8146
44520,3270,2,769,419.4589,838.9178
44520,3271,3,707,20.1865,60.5595
44520,3272,1,733,356.898,356.898
44520,3273,1,736,178.5808,178.5808
44520,3274,2,716,28.8404,57.6808
44520,3275,5,762,419.4589,2097.2945
44520,3276,7,738,178.5808,1250.0656
44520,3277,4,761,419.4589,1677.8356
44520,3278,7,708,20.1865,141.3055
44520,3279,6,715,28.8404,173.0424
44520,3280,1,768,419.4589,419.4589
44520,3281,5,753,2146.962,10734.81
44520,3282,1,759,419.4589,419.4589
44520,3283,3,725,183.9382,551.8146
44520,3284,2,722,178.5808,357.1616
44520,3285,1,730,183.9382,183.9382
44520,3286,2,766,419.4589,838.9178
44520,3287,2,764,419.4589,838.9178
44520,3288,6,760,419.4589,2516.7534
44520,3289,9,758,874.794,7873.146
44541,3561,3,771,2039.994,6119.982
44541,3562,3,773,2039.994,6119.982
44541,3563,2,776,2024.994,4049.988
44541,3564,4,777,2024.994,8099.976
44541,3565,4,772,2039.994,8159.976
44541,3566,3,709,5.7,17.1
44541,3567,1,712,5.1865,5.1865
44541,3568,2,775,2024.994,4049.988
44541,3569,2,774,2039.994,4079.988
44541,3570,5,778,2024.994,10124.97
44562,3794,4,763,419.4589,1677.8356
44562,3795,2,765,419.4589,838.9178
44562,3796,2,764,419.4589,838.9178
44562,3797,2,770,419.4589,838.9178
44562,3798,5,762,419.4589,2097.2945
44562,3799,1,766,419.4589,419.4589
44562,3800,2,767,419.4589,838.9178
44562,3801,2,726,183.9382,367.8764
44562,3802,2,756,874.794,1749.588
44562,3803,2,753,2146.962,4293.924
44562,3804,1,755,874.794,874.794
44562,3805,1,730,183.9382,183.9382
44562,3806,2,754,874.794,1749.588
44562,3807,2,768,419.4589,838.9178
44562,3808,3,729,183.9382,551.8146
44562,3809,1,725,183.9382,183.9382
44562,3810,1,733,356.898,356.898
44562,3811,3,722,178.5808,535.7424
44583,3957,1,749,3578.27,3578.27
44604,3978,1,760,699.0982,699.0982
44625,3999,1,753,3578.27,3578.27
44646,4020,1,771,3399.99,3399.99
44667,4041,1,749,3578.27,3578.27
44688,4062,1,749,3578.27,3578.27
44709,4083,1,750,3578.27,3578.27
44730,4104,1,750,3578.27,3578.27
44751,4274,4,714,28.8404,115.3616
44751,4275,1,726,183.9382,183.9382
44751,4276,1,722,178.5808,178.5808
44772,4526,3,730,183.9382,551.8146
44772,4527,2,766,419.4589,838.9178
44772,4528,3,758,874.794,2624.382
44772,4529,2,751,2146.962,4293.924
44772,4530,5,749,2146.962,10734.81
44772,4531,6,753,2146.962,12881.772
44772,4532,3,765,419.4589,1258.3767
44772,4533,3,755,874.794,2624.382
44772,4534,2,711,20.1865,40.373
44772,4535,1,759,419.4589,419.4589
44772,4536,2,726,183.9382,367.8764
44772,4537,1,732,356.898,356.898
44772,4538,2,716,28.8404,57.6808
44772,4539,3,770,419.4589,1258.3767
44772,4540,3,707,20.1865,60.5595
44772,4541,1,750,2146.962,2146.962
44772,4542,3,738,178.5808,535.7424
44772,4543,3,762,419.4589,1258.3767
44772,4544,3,729,183.9382,551.8146
44772,4545,2,754,874.794,1749.588
44772,4546,1,712,5.1865,5.1865
44772,4547,1,708,20.1865,20.1865
44772,4548,3,764,419.4589,1258.3767
44772,4549,1,769,419.4589,419.4589
44772,4550,3,760,419.4589,1258.3767
44772,4551,4,757,874.794,3499.176
44772,4552,3,722,178.5808,535.7424
44772,4553,3,761,419.4589,1258.3767
44772,4554,1,756,874.794,874.794
44772,4555,4,752,2146.962,8587.848
44772,4556,5,768,419.4589,2097.2945
44772,4557,3,767,419.4589,1258.3767
44772,4558,3,763,419.4589,1258.3767
44772,4559,2,725,183.9382,367.8764
44772,4560,2,714,28.8404,57.6808
44793,4792,2,761,419.4589,838.9178
44793,4793,1,758,874.794,874.794
44793,4794,1,765,419.4589,419.4589
44808,4922,1,750,3578.27,3578.27
44814,4928,1,752,3578.27,3578.27
44835,4949,1,750,3578.27,3578.27
44856,4970,1,763,699.0982,699.0982
44877,4991,1,750,3578.27,3578.27
44898,5012,1,749,3578.27,3578.27
44919,5033,1,749,3578.27,3578.27
44940,5054,1,750,3578.27,3578.27
44961,5075,1,752,3578.27,3578.27
44982,5096,1,751,3578.27,3578.27
45003,5117,1,753,3578.27,3578.27
45024,5138,1,771,3399.99,3399.99
45045,5209,2,709,5.7,11.4
45045,5210,1,778,2024.994,2024.994
45045,5211,1,771,2039.994,2039.994
45045,5212,1,774,2039.994,2039.994
45045,5213,3,773,2039.994,6119.982
45045,5214,1,776,2024.994,2024.994
45066,5438,1,765,419.4589,419.4589
45087,5538,1,777,3374.99,3374.99
45108,5559,1,749,3578.27,3578.27
45129,5580,1,777,3374.99,3374.99
45150,5601,1,773,3399.99,3399.99
45171,5622,1,772,3399.99,3399.99
45192,5643,1,753,3578.27,3578.27
45213,5664,1,776,3374.99,3374.99
45234,5685,1,763,699.0982,699.0982
45255,5706,1,753,3578.27,3578.27
45276,5778,1,776,2024.994,2024.994
45276,5779,1,778,2024.994,2024.994
45276,5780,1,772,2039.994,2039.994
45297,5990,1,761,419.4589,419.4589
45297,5991,2,765,419.4589,838.9178
45297,5992,1,770,419.4589,419.4589
45297,5993,2,754,874.794,1749.588
45297,5994,1,762,419.4589,419.4589
45297,5995,2,763,419.4589,838.9178
45297,5996,2,758,874.794,1749.588
45318,6268,2,778,2024.994,4049.988
45318,6269,1,743,714.7043,714.7043
45318,6270,2,742,722.5949,1445.1898
45318,6271,2,714,28.8404,57.6808
45318,6272,1,772,2039.994,2039.994
45318,6273,1,748,722.5949,722.5949
45318,6274,2,707,20.1865,40.373
45318,6275,2,773,2039.994,4079.988
45318,6276,2,775,2024.994,4049.988
45318,6277,1,715,28.8404,28.8404
45318,6278,4,776,2024.994,8099.976
45318,6279,1,712,5.1865,5.1865
45318,6280,2,711,20.1865,40.373
45318,6281,3,708,20.1865,60.5595
45318,6282,1,774,2039.994,2039.994
45318,6283,1,747,714.7043,714.7043
45318,6284,1,741,818.7,818.7
45318,6285,1,745,809.76,809.76
45318,6286,5,716,28.8404,144.202
45339,6505,1,761,419.4589,419.4589
45339,6506,1,764,419.4589,419.4589
45339,6507,2,767,419.4589,838.9178
45339,6508,2,768,419.4589,838.9178
45339,6509,1,769,419.4589,419.4589
45339,6510,2,754,874.794,1749.588
45339,6511,3,729,183.9382,551.8146
45339,6512,1,750,2146.962,2146.962
45339,6513,1,752,2146.962,2146.962
45339,6514,2,765,419.4589,838.9178
45339,6515,1,711,20.1865,20.1865
45339,6516,2,756,874.794,1749.588
45339,6517,2,757,874.794,1749.588
45339,6518,3,753,2146.962,6440.886
45339,6519,5,755,874.794,4373.97
45339,6520,2,715,28.8404,57.6808
45339,6521,3,712,5.1865,15.5595
45339,6522,1,749,2146.962,2146.962
45339,6523,2,770,419.4589,838.9178
45360,6598,1,752,3578.27,3578.27
45381,6619,1,771,3399.99,3399.99
45402,6640,1,771,3399.99,3399.99
45423,6661,1,775,3374.99,3374.99
45444,6682,1,749,3578.27,3578.27
45465,6703,1,770,699.0982,699.0982
45486,6724,1,761,699.0982,699.0982
45507,6745,1,753,3578.27,3578.27
45528,6889,1,750,2146.962,2146.962
45549,7069,2,768,419.4589,838.9178
45549,7070,6,770,419.4589,2516.7534
45549,7071,1,765,419.4589,419.4589
45549,7072,4,767,419.4589,1677.8356
45549,7073,4,762,419.4589,1677.8356
45549,7074,1,751,2146.962,2146.962
45549,7075,6,769,419.4589,2516.7534
45549,7076,2,759,419.4589,838.9178
45549,7077,3,753,2146.962,6440.886
45549,7078,4,757,874.794,3499.176
45549,7079,1,758,874.794,874.794
45549,7080,1,752,2146.962,2146.962
45549,7081,3,715,28.8404,86.5212
45549,7082,1,766,419.4589,419.4589
45549,7083,3,763,419.4589,1258.3767
45549,7084,5,755,874.794,4373.97
45549,7085,3,712,5.1865,15.5595
45549,7086,3,764,419.4589,1258.3767
45549,7087,1,760,419.4589,419.4589
45549,7088,1,750,2146.962,2146.962
45549,7089,3,749,2146.962,6440.886
45549,7090,6,754,874.794,5248.764
45549,7091,4,756,874.794,3499.176
45570,7301,5,776,2024.994,10124.97
45570,7302,1,778,2024.994,2024.994
45570,7303,1,772,2039.994,2039.994
45570,7304,4,775,2024.994,8099.976
45570,7305,1,771,2039.994,2039.994
45570,7306,4,777,2024.994,8099.976
45591,7418,1,762,699.0982,699.0982
45612,7439,1,751,3578.27,3578.27
45633,7460,1,778,3374.99,3374.99
45654,7481,1,775,3374.99,3374.99
45675,7502,1,769,699.0982,699.0982
45696,7523,1,753,3578.27,3578.27
45717,7544,1,749,3578.27,3578.27
45735,7562,1,753,3578.27,3578.27
45738,7565,1,773,3399.99,3399.99
45759,7586,1,752,3578.27,3578.27
45780,7620,2,776,2024.994,4049.988
45780,7621,2,715,28.8404,57.6808
45780,7622,1,714,28.8404,28.8404
45780,7623,2,743,714.7043,1429.4086
45780,7624,2,773,2039.994,4079.988
45780,7625,4,712,5.1865,20.746
45780,7626,1,744,809.76,809.76
45780,7627,2,777,2024.994,4049.988
45780,7628,2,774,2039.994,4079.988
45780,7629,6,711,20.1865,121.119
45780,7630,1,708,20.1865,20.1865
45780,7631,2,716,28.8404,57.6808
45780,7632,1,707,20.1865,20.1865
45780,7633,5,772,2039.994,10199.97
45780,7634,1,739,722.5949,722.5949
45780,7635,2,748,722.5949,1445.1898
45801,7919,1,743,714.7043,714.7043
45801,7920,6,772,2039.994,12239.964
45801,7921,1,741,818.7,818.7
45801,7922,2,777,2024.994,4049.988
45801,7923,8,709,5.7,45.6
45801,7924,4,774,2039.994,8159.976
45801,7925,2,745,809.76,1619.52
45801,7926,5,776,2024.994,10124.97
45801,7927,2,773,2039.994,4079.988
45801,7928,2,778,2024.994,4049.988
45801,7929,3,775,2024.994,6074.982
45801,7930,1,748,722.5949,722.5949
45801,7931,1,742,722.5949,722.5949
45822,8106,1,751,3578.27,3578.27
45843,8127,1,751,3578.27,3578.27
45864,8148,1,750,3578.27,3578.27
45885,8169,1,752,3578.27,3578.27
45906,8190,1,751,3578.27,3578.27
45927,8211,1,751,3578.27,3578.27
45948,8232,1,770,699.0982,699.0982
45969,8253,1,749,3578.27,3578.27
45990,8274,1,753,3578.27,3578.27
46011,8295,1,778,3374.99,3374.99
46032,8376,1,748,722.5949,722.5949
46032,8377,2,714,28.8404,57.6808
46032,8378,2,771,2039.994,4079.988
46032,8379,4,708,20.1865,80.746
46032,8380,2,743,714.7043,1429.4086
46032,8381,2,707,20.1865,40.373
46032,8382,3,711,20.1865,60.5595
46032,8383,2,776,2024.994,4049.988
46032,8384,2,712,5.1865,10.373
46032,8385,7,709,5.7,39.9
46032,8386,3,715,28.8404,86.5212
46032,8387,2,772,2039.994,4079.988
46032,8388,4,778,2024.994,8099.976
46032,8389,4,773,2039.994,8159.976
46053,8671,3,771,2039.994,6119.982
46053,8672,6,775,2024.994,12149.964
46053,8673,3,777,2024.994,6074.982
46053,8674,1,744,809.76,809.76
46053,8675,4,711,20.1865,80.746
46053,8676,3,778,2024.994,6074.982
46053,8677,4,716,28.8404,115.3616
46053,8678,5,776,2024.994,10124.97
46053,8679,1,745,809.76,809.76
46053,8680,2,707,20.1865,40.373
46053,8681,1,743,714.7043,714.7043
46053,8682,2,774,2039.994,4079.988
46053,8683,1,742,722.5949,722.5949
46053,8684,2,715,28.8404,57.6808
46053,8685,2,772,2039.994,4079.988
46053,8686,1,741,818.7,818.7
46074,8978,2,717,758.0759,1516.1518
46074,8979,2,765,419.4589,838.9178
46074,8980,5,762,419.4589,2097.2945
46074,8981,3,722,178.5808,535.7424
46074,8982,1,725,183.9382,183.9382
46074,8983,1,730,183.9382,183.9382
46074,8984,2,726,183.9382,367.8764
46074,8985,1,732,356.898,356.898
46074,8986,2,754,874.794,1749.588
46074,8987,1,729,183.9382,183.9382
46074,8988,4,761,419.4589,1677.8356
46074,8989,6,755,874.794,5248.764
46074,8990,2,718,758.0759,1516.1518
46074,8991,2,756,874.794,1749.588
46095,9243,1,756,874.794,874.794
46095,9244,1,766,419.4589,419.4589
46095,9245,4,726,183.9382,735.7528
46095,9246,3,716,28.8404,86.5212
46095,9247,2,754,874.794,1749.588
46095,9248,3,770,419.4589,1258.3767
46095,9249,4,765,419.4589,1677.8356
46095,9250,2,715,28.8404,57.6808
46095,9251,5,708,20.1865,100.9325
46095,9252,2,738,178.5808,357.1616
46095,9253,2,722,178.5808,357.1616
46095,9254,3,714,28.8404,86.5212
46095,9255,5,707,20.1865,100.9325
46095,9256,2,712,5.1865,10.373
46095,9257,4,763,419.4589,1677.8356
46116,9427,1,765,699.0982,699.0982
46137,9448,1,752,3578.27,3578.27
46158,9469,1,759,699.0982,699.0982
46167,9478,1,774,3399.99,3399.99
46179,9490,1,752,3578.27,3578.27
46200,9511,1,749,3578.27,3578.27
46221,9532,1,753,3578.27,3578.27
46242,9553,1,753,3578.27,3578.27
46263,9574,1,749,3578.27,3578.27
46284,9595,1,763,699.0982,699.0982
46305,9616,1,750,3578.27,3578.27
46326,9672,3,754,874.794,2624.382
46326,9673,2,749,2146.962,4293.924
46326,9674,1,715,28.8404,28.8404
46326,9675,2,714,28.8404,57.6808
46326,9676,1,760,419.4589,419.4589
46326,9677,2,708,20.1865,40.373
46326,9678,3,716,28.8404,86.5212
46326,9679,1,764,419.4589,419.4589
46326,9680,1,738,178.5808,178.5808
46326,9681,2,769,419.4589,838.9178
46326,9682,1,712,5.1865,5.1865
46326,9683,3,770,419.4589,1258.3767
46326,9684,1,725,183.9382,183.9382
46326,9685,2,711,20.1865,40.373
46326,9686,1,750,2146.962,2146.962
46326,9687,1,766,419.4589,419.4589
46326,9688,1,758,874.794,874.794
46326,9689,1,763,419.4589,419.4589
46326,9690,2,756,874.794,1749.588
46326,9691,1,729,183.9382,183.9382
46326,9692,1,767,419.4589,419.4589
46326,9693,1,755,874.794,874.794
46326,9694,2,757,874.794,1749.588
46326,9695,3,707,20.1865,60.5595
46326,9696,2,761,419.4589,838.9178
46326,9697,4,752,2146.962,8587.848
46326,9698,1,762,419.4589,419.4589
46347,9939,1,726,183.9382,183.9382
46347,9940,2,722,178.5808,357.1616
46347,9941,1,769,419.4589,419.4589
46347,9942,1,730,183.9382,183.9382
46368,10211,4,725,183.9382,735.7528
46368,10212,1,755,874.794,874.794
46368,10213,1,760,419.4589,419.4589
46368,10214,2,729,183.9382,367.8764
46368,10215,1,751,2146.962,2146.962
46368,10216,1,726,183.9382,183.9382
46368,10217,3,768,419.4589,1258.3767
46368,10218,2,762,419.4589,838.9178
46368,10219,1,759,419.4589,419.4589
46368,10220,1,732,356.898,356.898
46368,10221,1,750,2146.962,2146.962
46368,10222,1,749,2146.962,2146.962
46368,10223,2,738,178.5808,357.1616
46368,10224,3,757,874.794,2624.382
46368,10225,1,764,419.4589,419.4589
46368,10226,1,752,2146.962,2146.962
46368,10227,2,756,874.794,1749.588
46368,10228,2,722,178.5808,357.1616
46368,10229,2,767,419.4589,838.9178
46368,10230,1,754,874.794,874.794
46368,10231,3,770,419.4589,1258.3767
46368,10232,3,730,183.9382,551.8146
46368,10233,2,766,419.4589,838.9178
46389,10451,2,773,849.9975,1104.99675
46410,10472,1,775,3374.99,3374.99
46431,10493,1,749,3578.27,3578.27
46452,10514,1,776,3374.99,3374.99
46473,10535,1,750,3578.27,3578.27
46494,10556,1,752,3578.27,3578.27
46515,10577,1,769,699.0982,699.0982
46536,10598,1,750,3578.27,3578.27
46557,10619,1,749,3578.27,3578.27
46578,10640,1,753,3578.27,3578.27
46599,10661,1,749,3578.27,3578.27
46620,11032,5,856,53.994,269.97
46620,11033,4,857,53.994,215.976
46620,11034,2,836,324.4527,648.9054
46620,11035,2,789,1466.01,2932.02
46620,11036,2,711,16.8221,30.27978
46620,11037,1,722,183.9382,183.9382
46620,11038,4,820,198.036,792.144
46620,11039,3,849,35.994,107.982
46620,11040,3,769,469.794,1409.382
46620,11041,4,792,1308.9375,5235.75
