"SalesOrderID","OrderDate","DueDate","ShipDate","OnlineOrderFlag","CustomerID","SalesPersonEmployeeID","TerritoryID","BillToAddressID","ShipToAddressID","ShipMethodID","CurrencyRateID","SubTotal","TaxAmt","Freight","TotalDue"
44373,"2011-09-10 00:00:00","2011-09-22","2011-09-17","1",13767,0,8,22873,22873,1,1332,3578.27,286.2616,89.4568,3953.9884
44394,"2011-09-12 00:00:00","2011-09-24","2011-09-19","1",28246,0,1,17298,17298,1,0,3578.27,286.2616,89.4568,3953.9884
44415,"2011-09-17 00:00:00","2011-09-29","2011-10-01","1",28355,0,4,23658,23658,1,0,3578.27,286.2616,89.4568,3953.9884
44436,"2011-09-21 00:00:00","2011-10-03","2011-09-28","1",26630,0,6,16443,16443,1,1473,699.0982,55.9279,17.4775,772.5036
44457,"2011-09-27 00:00:00","2011-10-09","2011-10-04","1",28196,0,1,23850,23850,1,0,3578.27,286.2616,89.4568,3953.9884
44478,"2011-09-29 00:00:00","2011-10-11","2011-10-13","1",17726,0,9,15838,15838,1,1575,3578.27,286.2616,89.4568,3953.9884
44499,"2011-10-01 00:00:00","2011-10-13","2011-10-08","0",29680,282,6,509,509,5,1603,12170.664,1168.3305,365.1033,13704.0978
44520,"2011-10-01 00:00:00","2011-10-13","2011-10-08","0",29703,276,4,1001,1001,5,0,57700.2263,5547.7921,1733.685,64981.7034
44541,"2011-10-01 00:00:00","2011-10-13","2011-10-15","0",30004,280,1,892,892,5,0,50827.1365,4879.1971,1524.7491,57231.0827
44562,"2011-10-01 00:00:00","2011-10-13","2011-10-08","0",29963,279,5,913,913,5,0,19237.2798,1852.5928,578.9352,21668.8078
44583,"2011-10-03 18:34:00","2011-10-15","2011-10-10","1",18210,0,9,29719,29719,1,1627,3578.27,286.2616,89.4568,3953.9884
44604,"2011-10-07 00:00:00","2011-10-19","2011-10-21","1",19364,0,8,21627,21627,1,1683,699.0982,55.9279,17.4775,772.5036
44625,"2011-10-10 00:00:00","2011-10-22","2011-10-17","1",28658,0,4,28904,28904,1,0,3578.27,286.2616,89.4568,3953.9884
44646,"2011-10-13 00:00:00","2011-10-25","2011-10-20","1",29449,0,8,11407,11407,1,1761,3399.99,271.9992,84.9998,3756.989
44667,"2011-10-16 00:00:00","2011-10-28","2011-10-30","1",28795,0,4,25985,25985,1,0,3578.27,286.2616,89.4568,3953.9884
44688,"2011-10-20 00:00:00","2011-11-01","2011-10-27","1",18244,0,9,28941,28941,1,1848,3578.27,286.2616,89.4568,3953.9884
44709,"2011-10-24 00:00:00","2011-11-05","2011-10-31","1",18240,0,9,19973,19973,1,1900,3578.27,286.2616,89.4568,3953.9884
44730,"2011-10-29 00:00:00","2011-11-10","2011-11-12","1",14697,0,10,28261,28261,1,1972,3578.27,286.2616,89.4568,3953.9884
44751,"2011-10-31 00:00:00","2011-11-12","2011-11-07","0",29914,281,4,1079,1079,5,0,477.8806,45.7665,14.302,537.9491
44772,"2011-10-31 00:00:00","2011-11-12","2011-11-07","0",29486,277,3,621,621,5,0,67369.2136,6473.0955,2022.8424,75865.1515
44793,"2011-10-31 00:00:00","2011-11-12","2011-11-14","0",29872,277,3,586,586,5,0,2133.1707,204.7844,63.9951,2401.9502
44808,"2011-11-01 00:00:00","2011-11-13","2011-11-08","1",13836,0,8,17293,17293,1,2008,3578.27,286.2616,89.4568,3953.9884
44814,"2011-11-01 10:41:00","2011-11-13","2011-11-08","1",18281,0,9,21973,21973,1,2004,3578.27,286.2616,89.4568,3953.9884
44835,"2011-11-04 00:00:00","2011-11-16","2011-11-11","1",18338,0,9,13481,13481,1,2043,3578.27,286.2616,89.4568,3953.9884
44856,"2011-11-07 00:00:00","2011-11-19","2011-11-21","1",14651,0,1,19282,19282,1,0,699.0982,55.9279,17.4775,772.5036
44877,"2011-11-10 00:00:00","2011-11-22","2011-11-17","1",29136,0,4,15834,15834,1,0,3578.27,286.2616,89.4568,3953.9884
44898,"2011-11-12 00:00:00","2011-11-24","2011-11-19","1",18307,0,9,29799,29799,1,2147,3578.27,286.2616,89.4568,3953.9884
44919,"2011-11-15 00:00:00","2011-11-27","2011-11-29","1",29017,0,1,14879,14879,1,0,3578.27,286.2616,89.4568,3953.9884
44940,"2011-11-18 00:00:00","2011-11-30","2011-11-25","1",18490,0,9,18469,18469,1,2225,3578.27,286.2616,89.4568,3953.9884
44961,"2011-11-20 00:00:00","2011-12-02","2011-11-27","1",29060,0,4,15704,15704,1,0,3578.27,286.2616,89.4568,3953.9884
44982,"2011-11-23 00:00:00","2011-12-05","2011-12-07","1",29132,0,4,28285,28285,1,0,3578.27,286.2616,89.4568,3953.9884
45003,"2011-11-26 00:00:00","2011-12-08","2011-12-03","1",29059,0,4,16270,16270,1,0,3578.27,286.2616,89.4568,3953.9884
45024,"2011-11-29 00:00:00","2011-12-11","2011-12-06","1",29475,0,8,23361,23361,1,2372,3399.99,271.9992,84.9998,3756.989
45045,"2011-12-01 21:02:00","2011-12-13","2011-12-15","0",29974,277,3,629,629,5,0,14261.358,1368.984,427.8075,16058.1495
45066,"2011-12-01 00:00:00","2011-12-13","2011-12-08","0",30084,279,5,958,958,5,0,419.4589,40.2681,12.5838,472.3108
45087,"2011-12-03 00:00:00","2011-12-15","2011-12-10","1",11388,0,10,28036,28036,1,2421,3374.99,269.9992,84.3748,3729.364
45108,"2011-12-06 00:00:00","2011-12-18","2011-12-20","1",22975,0,6,18667,18667,1,2451,3578.27,286.2616,89.4568,3953.9884
45129,"2011-12-10 00:00:00","2011-12-22","2011-12-17","1",11759,0,9,21307,21307,1,2493,3374.99,269.9992,84.3748,3729.364
45150,"2011-12-14 00:00:00","2011-12-26","2011-12-21","1",25980,0,1,20098,20098,1,0,3399.99,271.9992,84.9998,3756.989
45171,"2011-12-16 00:00:00","2011-12-28","2011-12-30","1",11754,0,9,15311,15311,1,2559,3399.99,271.9992,84.9998,3756.989
45192,"2011-12-20 00:00:00","2012-01-01","2011-12-27","1",14846,0,10,25604,25604,1,2608,3578.27,286.2616,89.4568,3953.9884
45213,"2011-12-22 00:00:00","2012-01-03","2011-12-29","1",11464,0,9,21548,21548,1,2625,3374.99,269.9992,84.3748,3729.364
45234,"2011-12-27 00:00:00","2012-01-08","2012-01-10","1",18009,0,7,18800,18800,1,0,699.0982,55.9279,17.4775,772.5036
45255,"2011-12-30 00:00:00","2012-01-11","2012-01-06","1",29258,0,1,17431,17431,1,0,3578.27,286.2616,89.4568,3953.9884
45276,"2012-01-01 15:42:00","2012-01-13","2012-01-08","0",29813,282,6,446,446,5,2737,6089.982,584.6383,182.6995,6857.3198
45297,"2012-01-01 00:00:00","2012-01-13","2012-01-15","0",29675,275,2,765,765,5,0,6435.3883,617.7973,193.0617,7246.2473
45318,"2012-01-01 00:00:00","2012-01-13","2012-01-08","0",29742,280,1,884,884,5,0,29962.7965,2885.9008,901.844,33750.5413
45339,"2012-01-01 00:00:00","2012-01-13","2012-01-08","0",29853,276,4,1056,1056,5,0,27763.7953,2665.7893,833.0592,31262.6438
45360,"2012-01-03 00:00:00","2012-01-15","2012-01-17","1",28036,0,6,15453,15453,1,0,3578.27,286.2616,89.4568,3953.9884
45381,"2012-01-06 00:00:00","2012-01-18","2012-01-13","1",19988,0,6,14182,14182,1,2792,3399.99,271.9992,84.9998,3756.989
45402,"2012-01-10 00:00:00","2012-01-22","2012-01-17","1",11413,0,10,28165,28165,1,2839,3399.99,271.9992,84.9998,3756.989
45423,"2012-01-12 00:00:00","2012-01-24","2012-01-26","1",19997,0,6,15130,15130,1,2858,3374.99,269.9992,84.3748,3729.364
45444,"2012-01-15 00:00:00","2012-01-27","2012-01-22","1",19102,0,9,14899,14899,1,2889,3578.27,286.2616,89.4568,3953.9884
45465,"2012-01-20 00:00:00","2012-02-01","2012-01-27","1",25819,0,9,24002,24002,1,2944,699.0982,55.9279,17.4775,772.5036
45486,"2012-01-24 00:00:00","2012-02-05","2012-02-07","1",14737,0,1,17289,17289,1,0,699.0982,55.9279,17.4775,772.5036
45507,"2012-01-26 20:55:00","2012-02-07","2012-02-02","1",19616,0,9,16408,16408,1,3010,3578.27,286.2616,89.4568,3953.9884
45528,"2012-01-29 00:00:00","2012-02-10","2012-02-05","0",29508,277,4,619,619,5,0,2146.962,206.1084,64.4089,2417.4793
45549,"2012-01-29 00:00:00","2012-02-10","2012-02-12","0",29921,280,1,842,842,5,0,50762.7624,4872.2725,1522.5851,57157.62
45570,"2012-01-29 00:00:00","2012-02-10","2012-02-05","0",29810,283,1,835,835,5,0,32429.904,3113.2708,972.8971,36516.0719
45591,"2012-01-30 00:00:00","2012-02-11","2012-02-06","1",25831,0,9,23414,23414,1,3054,699.0982,55.9279,17.4775,772.5036
45612,"2012-02-02 00:00:00","2012-02-14","2012-02-16","1",14795,0,8,29876,29876,1,0,3578.27,286.2616,89.4568,3953.9884
45633,"2012-02-05 00:00:00","2012-02-17","2012-02-12","1",26011,0,4,14837,14837,1,0,3374.99,269.9992,84.3748,3729.364
45654,"2012-02-10 00:00:00","2012-02-22","2012-02-17","1",28478,0,7,16410,16410,1,0,3374.99,269.9992,84.3748,3729.364
45675,"2012-02-12 00:00:00","2012-02-24","2012-02-26","1",25829,0,9,12346,12346,1,3197,699.0982,55.9279,17.4775,772.5036
45696,"2012-02-15 00:00:00","2012-02-27","2012-02-22","1",11326,0,4,21915,21915,1,0,3578.27,286.2616,89.4568,3953.9884
45717,"2012-02-19 00:00:00","2012-03-02","2012-02-26","1",11325,0,1,14922,14922,1,0,3578.27,286.2616,89.4568,3953.9884
45735,"2012-02-21 00:00:00","2012-03-04","2012-02-28","1",19792,0,9,17800,17800,1,3296,3578.27,286.2616,89.4568,3953.9884
45738,"2012-02-21 04:02:00","2012-03-04","2012-03-06","1",11900,0,9,28916,28916,1,3296,3399.99,271.9992,84.9998,3756.989
45759,"2012-02-25 00:00:00","2012-03-08","2012-03-03","1",11295,0,4,21236,21236,1,0,3578.27,286.2616,89.4568,3953.9884
45780,"2012-02-29 00:00:00","2012-03-12","2012-03-07","0",29734,282,6,517,517,5,3386,31193.3153,3002.1867,938.1834,35133.6854
45801,"2012-02-29 00:00:00","2012-03-12","2012-03-14","0",29958,279,5,911,911,5,0,53423.5701,5140.4988,1606.4059,60170.4748
45822,"2012-03-01 00:00:00","2012-03-13","2012-03-08","1",20246,0,9,13576,13576,1,3395,3578.27,286.2616,89.4568,3953.9884
45843,"2012-03-04 00:00:00","2012-03-16","2012-03-11","1",11775,0,4,18614,18614,1,0,3578.27,286.2616,89.4568,3953.9884
45864,"2012-03-08 00:00:00","2012-03-20","2012-03-22","1",19968,0,9,25433,25433,1,3472,3578.27,286.2616,89.4568,3953.9884
45885,"2012-03-11 00:00:00","2012-03-23","2012-03-18","1",12655,0,7,27535,27535,1,0,3578.27,286.2616,89.4568,3953.9884
45906,"2012-03-14 00:00:00","2012-03-26","2012-03-21","1",20159,0,9,15513,15513,1,3538,3578.27,286.2616,89.4568,3953.9884
45927,"2012-03-17 00:00:00","2012-03-29","2012-03-31","1",11796,0,4,16516,16516,1,0,3578.27,286.2616,89.4568,3953.9884
45948,"2012-03-20 00:00:00","2012-04-01","2012-03-27","1",14879,0,4,17507,17507,1,0,699.0982,55.9279,17.4775,772.5036
45969,"2012-03-23 19:47:00","2012-04-04","2012-03-30","1",20156,0,9,19331,19331,1,3637,3578.27,286.2616,89.4568,3953.9884
45990,"2012-03-26 00:00:00","2012-04-07","2012-04-09","1",12711,0,7,11667,11667,1,0,3578.27,286.2616,89.4568,3953.9884
46011,"2012-03-29 00:00:00","2012-04-10","2012-04-05","1",11489,0,10,17918,17918,1,3708,3374.99,269.9992,84.3748,3729.364
46032,"2012-03-30 00:00:00","2012-04-11","2012-04-06","0",29818,276,1,1104,1104,5,0,30998.073,2976.8317,930.2599,34905.1646
46053,"2012-03-30 00:00:00","2012-04-11","2012-04-13","0",29582,280,1,848,848,5,0,52874.5366,5082.7372,1588.3554,59545.6292
46074,"2012-03-30 00:00:00","2012-04-11","2012-04-06","0",29794,282,6,466,466,5,3716,18206.6229,1760.7548,550.2359,20517.6136
46095,"2012-03-30 00:00:00","2012-04-11","2012-04-06","0",29791,275,2,792,792,5,0,9550.926,915.2756,286.0236,10752.2252
46116,"2012-03-30 00:00:00","2012-04-11","2012-04-13","1",14912,0,4,20930,20930,1,0,699.0982,55.9279,17.4775,772.5036
46137,"2012-04-02 00:00:00","2012-04-14","2012-04-09","1",20600,0,9,27012,27012,1,3747,3578.27,286.2616,89.4568,3953.9884
46158,"2012-04-05 00:00:00","2012-04-17","2012-04-12","1",25926,0,9,27523,27523,1,3780,699.0982,55.9279,17.4775,772.5036
46167,"2012-04-06 22:05:00","2012-04-18","2012-04-13","1",11997,0,9,28786,28786,1,3791,3399.99,271.9992,84.9998,3756.989
46179,"2012-04-09 00:00:00","2012-04-21","2012-04-23","1",11983,0,4,15254,15254,1,0,3578.27,286.2616,89.4568,3953.9884
46200,"2012-04-11 05:40:00","2012-04-23","2012-04-18","1",20260,0,9,26894,26894,1,3846,3578.27,286.2616,89.4568,3953.9884
46221,"2012-04-14 00:00:00","2012-04-26","2012-04-21","1",23866,0,6,22489,22489,1,3881,3578.27,286.2616,89.4568,3953.9884
46242,"2012-04-16 00:00:00","2012-04-28","2012-04-30","1",20423,0,9,28907,28907,1,3901,3578.27,286.2616,89.4568,3953.9884
46263,"2012-04-19 00:00:00","2012-05-01","2012-04-26","1",12834,0,7,25581,25581,1,0,3578.27,286.2616,89.4568,3953.9884
46284,"2012-04-22 00:00:00","2012-05-04","2012-04-29","1",14888,0,1,28976,28976,1,0,699.0982,55.9279,17.4775,772.5036
46305,"2012-04-25 00:00:00","2012-05-07","2012-05-09","1",14952,0,8,28678,28678,1,0,3578.27,286.2616,89.4568,3953.9884
46326,"2012-04-30 00:00:00","2012-05-12","2012-05-07","0",29714,282,6,473,473,5,4057,29220.8373,2802.7332,875.8541,32899.4246
46347,"2012-04-30 00:00:00","2012-05-12","2012-05-07","0",29897,281,4,1066,28,5,0,1144.4969,111.8051,34.9391,1291.2411
46368,"2012-04-30 00:00:00","2012-05-12","2012-05-14","0",29581,275,2,769,769,5,0,23913.8927,2303.4953,719.8423,26937.2303
46389,"2012-04-30 00:00:00","2012-05-12","2012-05-07","0",29484,279,5,975,975,5,0,1104.9968,254.5912,79.5598,1439.1478
46410,"2012-05-03 00:00:00","2012-05-15","2012-05-10","1",11548,0,10,28581,28581,1,4093,3374.99,269.9992,84.3748,3729.364
46431,"2012-05-06 09:04:00","2012-05-18","2012-05-20","1",12901,0,1,25878,25878,1,0,3578.27,286.2616,89.4568,3953.9884
46452,"2012-05-09 00:00:00","2012-05-21","2012-05-16","1",26112,0,1,14676,14676,1,0,3374.99,269.9992,84.3748,3729.364
46473,"2012-05-11 00:00:00","2012-05-23","2012-05-18","1",14969,0,8,16050,16050,1,0,3578.27,286.2616,89.4568,3953.9884
46494,"2012-05-16 00:00:00","2012-05-28","2012-05-30","1",20983,0,9,19645,19645,1,4231,3578.27,286.2616,89.4568,3953.9884
46515,"2012-05-18 00:00:00","2012-05-30","2012-05-25","1",19904,0,8,28924,28924,1,0,699.0982,55.9279,17.4775,772.5036
46536,"2012-05-20 00:00:00","2012-06-01","2012-05-27","1",13556,0,7,21101,21101,1,0,3578.27,286.2616,89.4568,3953.9884
46557,"2012-05-23 00:00:00","2012-06-04","2012-06-06","1",12904,0,4,14771,14771,1,0,3578.27,286.2616,89.4568,3953.9884
46578,"2012-05-26 00:00:00","2012-06-07","2012-06-02","1",12178,0,1,15571,15571,1,0,3578.27,286.2616,89.4568,3953.9884
46599,"2012-05-29 00:00:00","2012-06-10","2012-06-05","1",12206,0,4,18860,18860,1,0,3578.27,286.2616,89.4568,3953.9884
46620,"2012-05-30 00:00:00","2012-06-11","2012-06-13","0",29844,275,2,821,821,5,0,50019.5321,4845.8915,1514.3411,56379.7647
46641,"2012-05-30 00:00:00","2012-06-11","2012-06-06","0",29999,279,5,934,934,5,0,469.794,45.1002,14.0938,528.988
46662,"2012-05-30 01:38:00","2012-06-11","2012-06-06","0",30109,275,3,826,826,5,0,70717.297,6895.3842,2154.8075,79767.4887
46683,"2012-05-30 00:00:00","2012-06-11","2012-06-13","1",12571,0,9,19256,19256,1,4385,2071.4196,165.7136,51.7855,2288.9187
46704,"2012-06-02 00:00:00","2012-06-14","2012-06-09","1",13059,0,4,29594,29594,1,0,2443.35,195.468,61.0838,2699.9018
46725,"2012-06-04 00:00:00","2012-06-16","2012-06-11","1",21191,0,9,22422,22422,1,4440,2443.35,195.468,61.0838,2699.9018
46746,"2012-06-07 00:00:00","2012-06-19","2012-06-21","1",13057,0,4,29181,29181,1,0,2443.35,195.468,61.0838,2699.9018
46767,"2012-06-09 00:00:00","2012-06-21","2012-06-16","1",12573,0,9,18357,18357,1,4495,2049.0982,163.9279,51.2275,2264.2536
46788,"2012-06-11 00:00:00","2012-06-23","2012-06-18","1",12342,0,9,20039,20039,1,4517,2049.0982,163.9279,51.2275,2264.2536
46809,"2012-06-15 00:00:00","2012-06-27","2012-06-29","1",13766,0,7,20130,20130,1,0,2181.5625,174.525,54.5391,2410.6266
46830,"2012-06-17 00:00:00","2012-06-29","2012-06-24","1",19910,0,8,28128,28128,1,0,782.99,62.6392,19.5748,865.204
46851,"2012-06-19 00:00:00","2012-07-01","2012-06-26","1",20209,0,6,18686,18686,1,4607,2049.0982,163.9279,51.2275,2264.2536
46872,"2012-06-22 00:00:00","2012-07-04","2012-07-06","1",19186,0,10,25100,25100,1,4643,1000.4375,80.035,25.0109,1105.4834
46893,"2012-06-25 18:20:00","2012-07-07","2012-07-02","1",28659,0,6,16453,16453,1,0,2443.35,195.468,61.0838,2699.9018
46914,"2012-06-28 00:00:00","2012-07-10","2012-07-05","1",26245,0,4,24186,24186,1,0,2071.4196,165.7136,51.7855,2288.9187
46935,"2012-06-30 00:00:00","2012-07-12","2012-07-14","0",30115,289,6,499,499,5,4728,688.7667,66.0145,20.6295,775.4107
46956,"2012-06-30 00:00:00","2012-07-12","2012-07-07","0",29554,275,3,776,776,5,0,4313.4232,430.9451,134.6703,4879.0386
46977,"2012-06-30 00:00:00","2012-07-12","2012-07-07","0",29675,274,2,765,765,5,0,4254.45,409.7501,128.0469,4792.247
46998,"2012-06-30 00:00:00","2012-07-12","2012-07-14","0",29503,278,6,541,32,5,4728,1242.8518,119.3138,37.2856,1399.4512
47019,"2012-06-30 00:00:00","2012-07-12","2012-07-07","0",29786,290,7,704,704,5,0,980.8863,95.58,29.8687,1106.335
47040,"2012-06-30 00:00:00","2012-07-12","2012-07-07","0",29880,279,5,954,954,5,0,22381.4965,2143.5585,669.862,25194.917
47061,"2012-06-30 00:00:00","2012-07-12","2012-07-14","0",30030,282,10,667,667,5,4731,14560.3533,1437.0523,449.0789,16446.4845
47082,"2012-07-01 00:00:00","2012-07-13","2012-07-08","1",15254,0,5,16560,16560,1,0,782.99,62.6392,19.5748,865.204
47103,"2012-07-04 00:00:00","2012-07-16","2012-07-11","1",13369,0,1,17130,17130,1,0,2443.35,195.468,61.0838,2699.9018
47124,"2012-07-06 06:06:00","2012-07-18","2012-07-20","1",13384,0,1,25922,25922,1,0,2181.5625,174.525,54.5391,2410.6266
47145,"2012-07-08 00:00:00","2012-07-20","2012-07-15","1",26131,0,9,23536,23536,1,4814,782.99,62.6392,19.5748,865.204
47166,"2012-07-12 00:00:00","2012-07-24","2012-07-19","1",15656,0,8,14669,14669,1,0,2443.35,195.468,61.0838,2699.9018
47187,"2012-07-14 00:00:00","2012-07-26","2012-07-28","1",18134,0,8,25990,25990,1,0,1000.4375,80.035,25.0109,1105.4834
47208,"2012-07-16 00:00:00","2012-07-28","2012-07-23","1",21359,0,9,26129,26129,1,4902,2443.35,195.468,61.0838,2699.9018
47229,"2012-07-18 00:00:00","2012-07-30","2012-07-25","1",26295,0,1,12341,12341,1,0,2049.0982,163.9279,51.2275,2264.2536
47250,"2012-07-20 00:00:00","2012-08-01","2012-08-03","1",21217,0,9,25364,25364,1,4946,2181.5625,174.525,54.5391,2410.6266
47271,"2012-07-23 00:00:00","2012-08-04","2012-07-30","1",18140,0,8,27714,27714,1,0,1000.4375,80.035,25.0109,1105.4834
47292,"2012-07-25 00:00:00","2012-08-06","2012-08-01","1",13811,0,7,26727,26727,1,0,2181.5625,174.525,54.5391,2410.6266
47313,"2012-07-26 00:00:00","2012-08-07","2012-08-09","1",21231,0,9,28996,28996,1,5012,2181.5625,174.525,54.5391,2410.6266
47334,"2012-07-29 00:00:00","2012-08-10","2012-08-05","1",21557,0,9,13633,13633,1,5045,2443.35,195.468,61.0838,2699.9018
47355,"2012-07-31 01:52:00","2012-08-12","2012-08-07","0",29957,276,4,992,992,5,0,129261.254,12556.6486,3923.9527,145741.8553
47376,"2012-07-31 00:00:00","2012-08-12","2012-08-14","0",29951,290,7,681,681,5,0,817.503,80.6603,25.2063,923.3696
47397,"2012-07-31 00:00:00","2012-08-12","2012-08-07","0",29577,278,6,471,471,5,5069,7951.1594,754.044,235.6388,8940.8422
47418,"2012-07-31 00:00:00","2012-08-12","2012-08-07","0",29758,277,4,613,613,5,0,91.176,7.9019,2.4694,101.5473
47439,"2012-07-31 00:00:00","2012-08-12","2012-08-14","0",29637,277,4,559,559,5,0,59292.4303,5688.9705,1777.8033,66759.2041
47460,"2012-07-31 00:00:00","2012-08-12","2012-08-07","1",19255,0,7,17123,17123,1,0,782.99,62.6392,19.5748,865.204
47481,"2012-08-03 00:00:00","2012-08-15","2012-08-10","1",21899,0,9,19177,19177,1,5100,2181.5625,174.525,54.5391,2410.6266
47502,"2012-08-08 00:00:00","2012-08-20","2012-08-22","1",19278,0,10,22426,22426,1,5160,1000.4375,80.035,25.0109,1105.4834
47523,"2012-08-10 00:00:00","2012-08-22","2012-08-17","1",13443,0,1,20469,20469,1,0,2181.5625,174.525,54.5391,2410.6266
